,Kanji,Number (KANJIDIC),Heisig RTK1/3,JIS,KanKen (Jun1=1.5) (Jun2=2.5),strokes,Kana,English
,狎,4501,,6040,1,8,オウ    コウ    な.れる    あなど.る    ,"get used to, experienced, tamed "
,狒,4502,2346,6041,1,8,ヒ    ひひ    ,baboon 
,狠,4504,,6043,1,9,ガン    ゲン    コン    もと.る    ,"vicious, cruel, severely, extreme "
,狡,4505,2337,6044,1,9,コウ    キョウ    ずる.い    こす.い    わるがしこ.い    ,"cunning, sly, crafty, niggardly "
,狢,4503,,6042,1,9,カク    ハク    バク    むじな    ,badger 
,狷,4507,,6046,1,10,ケン    ,short-tempered 
,狹,4506,,6045,1,10,キョウ    コウ    せま.い    せば.める    せば.まる    さ    ,"narrow, contract, reduce, tight, limited "
,猊,4510,,6049,1,11,ゲイ    ,"lion, the seat of a famous priest "
,猖,4512,,604B,1,11,ショウ    くる.う    ,"be insane, severe, violence "
,猗,4509,,6048,1,11,イ    ア    ああ    ,"luxuriant growth, gentle, docile "
,猜,4511,,604A,1,11,サイ    ねた.む    ,"envy, jealousy, doubt "
,猝,4513,,604C,1,11,ソツ    にわか    ,sudden 
,猥,4517,2336,6050,1,12,ワイ    みだ.ら    みだり.に    ,obscene 
,猩,4516,,604F,1,12,ショウ    セイ    ソウ    しょうじょう    ,orangutan 
,猯,4515,,604E,1,12,タン    いのしし    まみ    ,wild boar 
,猴,4514,,604D,1,12,コウ    さる    ,monkey 
,猾,4518,2335,6051,1,13,カツ    わるがしこ.い    ,crafty 
,獎,4519,,6052,1,15,ショウ    ソウ    すす.める    ,"prize, reward, give award to "
,獏,4520,,6053,1,13,バク    ミャク    ,tapir 
,獗,4522,,6055,1,15,ケツ    ,"storm around, be crazy "
,獨,4524,,6057,1,16,ドク    トク    ひと.り    ,"alone, spontaneously, Germany "
,獪,4523,,6056,1,16,カイ    わるがしこ.い    ,crafty 
,獰,4525,,6058,1,17,ドウ    ネイ    わる.い    ,bad 
,獵,4527,,605A,1,18,リョウ    レフ    かり    か.る    ,"hunt, field sports "
,獸,4526,,6059,1,19,ジュウ    けもの    けだもの    ,"beast, animal, bestial "
,獺,4529,,605C,1,19,ダツ    タツ    うそ    かわ    かわうそ    ,otter 
,獻,4528,,605B,1,20,ケン    コン    たてまつ.る    ,"offer, present, show, display "
,玳,4531,,605E,1,9,タイ    たいまい    ,tortoise shell 
,玻,4533,,6060,1,9,ハ    ,glass 
,珀,4534,,6061,1,9,ハク    ,amber 
,珈,4530,2962,605D,1,9,カ    かみかざり    ,ornamental hairpin 
,珎,4532,,605F,1,9,チン    めずら.しい    たから    ,"precious, valuable, rare "
,珞,4537,,6064,1,10,ラク    ,necklace 
,珥,4535,,6062,1,10,ジ    みみだま    ,"ear bauble, hilt "
,珮,4536,,6063,1,10,ハイ    おびだま    ,"bauble, jewel "
,珱,4563,,607E,1,10,エイ    ヨウ    ,a necklace made of precious stones 
,珸,4542,,6069,1,11,ゴ    ,jewel 
,琅,4539,,6066,1,11,ロウ    ,a precious stone 
,琥,4541,,6068,1,12,コ    ,jewelled utensil 
,琲,4543,2963,606A,1,12,ハイ    つらぬく    ,string of many pearls 
,琺,4544,,606B,1,12,ホウ    ,enamel 
,琿,4546,,606D,1,13,コン    ,jewel 
,瑁,4549,,6070,1,13,マイ    バイ    ボウ    モウ    ,ancient Chinese imperial jewels 
,瑕,4545,,606C,1,13,カ    あら    きず    なんぞ    ,"flaw, blemish "
,瑙,4548,,606F,1,13,ノウ    ,"agate, onyx "
,瑜,4550,,6071,1,13,ユ    ,jewel 
,瑟,4547,,606E,1,13,シツ    おおごと    ,large koto 
,瑣,4553,,6074,1,14,サ    ちいさ.い    くさり    ,"small, chain "
,瑤,6353,,7424,1,14,ヨウ    たま    ,beautiful (as a jewel) 
,瑩,4551,,6072,1,15,エイ    ,clear 
,瑪,4554,,6075,1,14,メ    バ    ,"agate, onyx "
,瑯,4540,,6067,1,14,ロウ    ,precious stone 
,瑰,4552,,6073,1,14,カイ    たま    めずら.しい    ,strange 
,瑾,4556,,6077,1,15,キン    ,jewel 
,璋,4557,,6078,1,15,ショウ    ,ceremonial jeweled implement 
,璞,4558,,6079,1,16,ハク    あらたま    ,"uncut gem, unpolished gem "
,璢,4538,,6065,1,16,ル    リュウ    ,precious stone 
,瓊,4560,,607B,1,18,ケイ    たま    ,"red jewel, beautiful jewel "
,瓏,4561,,607C,1,20,ロウ    ,"clarity, sound of jewels "
,瓔,4562,,607D,1,21,エイ    ヨウ    ,jewelled necklace 
,瓠,4564,,6121,1,12,コ    カク    ひさご    ,gourd 
,瓣,4565,,6122,1,20,ベン    ヘン    わきま.える    わ.ける    はなびら    あらそ.う    ,"petal, valve "
,瓧,4566,,6123,1,7,デカグラム    ,"10 grams, (kokuji) "
,瓩,4567,,6124,1,8,キログラム    ,"1000 grams, (kokuji) "
,瓮,4568,,6125,1,9,オオ    オウ    もたい    ,"jar, jug, container "
,瓰,4570,,6127,1,9,デシグラム    ,"0.1 gram, (kokuji) "
,瓱,4571,,6128,1,9,ミリグラム    ,"0.001 gram, (kokuji) "
,瓲,4569,,6126,1,9,とん    ,"ton, 1000 kilograms "
,瓷,4573,,612A,1,11,シ    かめ    ,high quality porcelain 
,瓸,4572,,6129,1,11,ヘクトグラム    ,"100 grams, (kokuji) "
,甃,4575,,612C,1,14,シュウ    しきがわら    いしだたみ    ,floor tile 
,甄,4574,,612B,1,14,ケン    シン    すえ    ,"porcelain, make clear, distinguish between "
,甅,4576,,612D,1,14,センチグラム    ,"centigram, (kokuji) "
,甌,4577,,612E,1,16,オオ    オウ    ほとぎ    はち    かめ    ,"small jar, jug "
,甍,4579,,6130,1,16,ボウ    ミョウ    いらか    ,"roof tile, tiled roof "
,甎,4578,,612F,1,16,セン    しきがわら    かわら    ,floor tiles 
,甓,4581,,6132,1,18,ヘキ    ビャク    かわら    ,floor tiles 
,甕,4580,,6131,1,18,オウ    かめ    みか    Name Readings:  もたい    ,"jar, jug, vat "
,甞,4582,,6133,1,13,ショウ    ジョウ    かつ.て    な.める    ,"lick, lap up, burn up, taste, undergo, underrate, despise "
,甦,4583,2940,6134,1,12,ソ    コウ    よみがえ.る    ,"be resuscitated, revived "
,甬,4584,,6135,1,7,ヨウ    ,road with walls on both sides 
,甸,3173,,5234,1,7,デン    テン    かり    ,"region around the imperial capital, outskirts "
,甼,4585,,6136,1,7,チョウ    みち    ,"town, block "
,畄,4586,,6137,1,8,リュウ    ル    と.める    と.まる    とど.める    とど.まる    るうぶる    ,"fasten, halt, stop "
,畆,4591,,613C,1,9,ボウ    ホ    モ    ム    せ    うね    ,"Chinese land measure, fields "
,畉,4589,,613A,1,9,フ    たがや.す    ,"till, cultivate "
,畊,4588,,6139,1,9,キョウ    コウ    たが.やす    ,"plow, cultivate "
,畋,3939,,5A42,1,9,デン    テン    かり    ,"till, cultivate, hunting "
,畍,4587,,6138,1,9,カイ    さかい    ,"circle, world "
,畚,4592,,613D,1,10,ホン    もっこ    ふご    ,"basket, hamper "
,畛,4590,,613B,1,10,シン    あぜ    ,boundary between paddies 
,畤,4594,,613F,1,11,ジ    シ    ,festival grounds 
,畧,4595,,6140,1,11,リャク    ほぼ    おか.す    おさ.める    はかりごと    はか.る    はぶ.く    ,"abbreviation, omission, outline, shorten, capture, plunder "
,畩,4593,,613E,1,11,けさ    ,surplice 
,畫,4596,,6141,1,12,ガ    カク    エ    カイ    えが.く    かく.する    かぎ.る    はかりごと    はか.る    ,"picture, sketch, drawing, stroke, mark, divide "
,畭,4597,,6142,1,12,ヨ    シャ    ,new field 
,畴,4602,,6147,1,12,チュウ    うね    たぐい    ひと.しい    ,"farmland, arable land, category "
,當,4599,,6144,1,13,トウ    あ.たる    あ.てる    まさ.に    Name Readings:  と    ,"bear, accept, undertake, just "
,畸,4598,,6143,1,13,キ    ,"difference, strange, cripple "
,疂,4605,,614A,1,16,ジョウ    チョウ    たた.む    たたみ    かさ.なる    かさ.ねる    ,"counter for tatami mats, fold "
,疆,4600,,6145,1,19,キョウ    さかい    ,boundary 
,疇,4601,,6146,1,19,チュウ    うね    たぐい    ひと.しい    ,"before, companion, same kind "
,疉,4604,,6149,1,22,ジョウ    チョウ    たた.む    たたみ    かさ.なる    ,"repeat, duplicate, repetitious "
,疊,4603,,6148,1,22,ジョウ    チョウ    たた.む    たたみ    かさ.なる    かさ.ねる    ,"tatami, counter for tatami mats, fold, shut up, do away with "
,疔,4606,,614B,1,7,テイ    チョウ    ,carbuncle 
,疚,4607,,614C,1,8,キュウ    やま.しい    や.む    ,"ashamed, painful, guilty conscious "
,疝,4608,,614D,1,8,セン    サン    ,"colic, stomach ache "
,疣,4610,,614F,1,9,ユ    ユウ    いぼ    ,wart 
,疥,4609,,614E,1,9,カイ    はたけ    ,scabby eruption 
,疱,4618,,6157,1,10,ホウ    もがさ    ,"smallpox, blister "
,疳,4612,,6151,1,10,カン    ,children's diseases 
,疵,4614,,6153,1,11,シ    きず    ,"crack, flaw, scratch, speck "
,疸,4616,,6155,1,10,タン    ,jaundice 
,疼,4617,,6156,1,10,トウ    うず.く    いた.む    ,"ache, pain, tingle, fester "
,疽,4615,,6154,1,10,ソ    ショ    かさ    ,carbuncle 
,痂,4611,,6150,1,10,カ    ケ    かさ    かさ.ぶた    ,"scab, dry up, slough "
,痃,4613,,6152,1,10,ゲン    ケン    ,cramps 
,痊,4620,,6159,1,11,セン    ,heal 
,痍,4619,,6158,1,11,イ    きず    ,injury 
,痒,4621,2572,615A,1,11,ヨウ    かゆ.がる    かさ    かゆ.い    ,itchy 
,痙,4622,,615B,1,12,ケイ    つ.る    ひきつ.る    ,have a cramp 
,痞,4624,,615D,1,12,ヒ    つかえ    ,"constipation, costiveness in chest or intestines "
,痣,4623,,615C,1,12,シ    あざ    ほくろ    ,"birthmark, mole "
,痰,4629,2573,6162,1,13,タン    ,"sputum, phlegm "
,痲,4631,,6164,1,13,マ    バ    しび.れる    ,"measles, paralysis "
,痳,4632,,6165,1,13,リン    ,gonorrhea 
,痺,4630,2579,6163,1,13,ヒ    しび.れる    ,"palsy, become numb, paralysed "
,痼,4627,,6160,1,13,コ    ,chronic illness 
,痾,4625,,615E,1,13,ア    やまい    ,"chronic illness, also N3048 "
,痿,4626,,615F,1,13,イ    な.える    ,"atrophy, go numb, be paralysed "
,瘁,4628,,6161,1,13,スイ    つか.れる    ,"take sick, fatigue "
,瘉,4635,,6168,1,14,ユ    い.える    いや.す    ,"get well, recover "
,瘋,4633,,6166,1,14,フウ    ,"insanity, headache "
,瘟,4636,,6169,1,15,オン    えやみ    ,contagious disease 
,瘠,4638,,616B,1,15,セキ    ジャク    やせ.る    ,"get thin, lose weight, become sterile "
,瘡,4639,,616C,1,15,ソウ    ショウ    かさ    ,"wound, boil, syphilis "
,瘢,4640,,616D,1,15,ハン    きず    ,scar 
,瘤,4641,,616E,1,15,リュウ    ル    こぶ    ,"lump, swelling "
,瘧,4637,,616A,1,14,ギャク    ガク    おこり    ,"ague, intermittent fever "
,瘰,4643,,6170,1,16,ルイ    ラ    ライ    ,swollen neck glands 
,瘴,4642,,616F,1,16,ショウ    ,miasma 
,瘻,4644,,6171,1,16,ル    ロウ    せむし    かさ    できもの    ,fistula 
,癆,4647,,6174,1,17,ロウ    ,"rash, pain, debilitation "
,癇,4645,,6172,1,17,カン    ひきつけ    ,"bitter, hot temper, irritable, nervous "
,癈,4646,,6173,1,17,ハイ    ,"chronic illness, getting crippled "
,癘,4649,,6176,1,17,レイ    ライ    えやみ    ,"contagious disease, leprosy "
,癜,4648,,6175,1,18,デン    テン    なまず    ,"leucoderma, piebald skin "
,癡,4650,,6177,1,19,チ    し.れる    おろか    ,foolish 
,癢,4651,,6178,1,20,ヨウ    かゆ.い    ,itchy 
,癧,4655,,617C,1,21,レキ    ,swollen neck glands 
,癨,4652,,6179,1,21,カク    ,"heatstroke, sunstroke "
,癩,4653,,617A,1,21,ライ    ,leprosy 
,癪,4654,,617B,1,21,しゃく    ,"spasms, (kokuji) "
,癬,4656,,617D,1,22,セン    たむし    ,ringworm 
,癰,4657,,617E,1,23,ヨウ    はれもの    ,"boil, carbuncle, also N3089 "
,癲,4658,,6221,1,24,テン    ,insanity 
,癶,4659,,6222,1,5,ハツ    T2はつがしら    ,dotted tent radical (no. 105) 
,癸,4660,,6223,1,9,キ    みずのと    ,10th calendar sign 
,發,4661,,6224,1,12,ハツ    ホツ    た.つ    あば.く    おこ.る    つか.わす    はな.つ    Name Readings:  ば    ,"departure, publish, emit, start from, disclose "
,皀,4662,,6225,1,7,キュウ    ヒョク    キョウ    コウ    ,"fragrant, grain "
,皃,4663,,6226,1,7,ボウ    バク    かたち    かたどる    ,"countenance, appearance "
,皈,4664,,6227,1,9,キ    かえ.る    かえ.す    おく.る    とつ.ぐ    ,"homecoming, arrive at, lead to, result in "
,皋,4665,,6228,1,10,コウ    さつき    ,the high land along a river 
,皎,4666,,6229,1,11,キョウ    コウ    きよ.い    しろ.い    ,"white, shining "
,皖,4667,,622A,1,12,カン    ,"Venus, morning star, place name "
,皙,4669,,622C,1,13,シャク    セキ    しろ.い    ,clear 
,皚,4670,,622D,1,15,ガイ    ギ    ゲ    カイ    しろ.い    さむ.い    ,white 
,皰,4671,,622E,1,10,ホウ    ビョウ    にきび    ,pimple 
,皴,4672,,622F,1,12,シュン    ひび    しわ    ,"wrinkles, cracking, creases "
,皷,6328,,7369,1,14,コ    つづみ    ,"drum, beat, rouse "
,皸,4673,,6230,1,14,クン    キン    ひび    あかぎれ    ,skin cracks or roughness 
,皹,4674,,6231,1,14,クン    キン    ひび    あかぎれ    ,skin cracks or roughness 
,皺,4675,,6232,1,15,シュウ    スウ    しわ    しぼ    ,"wrinkles, creases, folds "
,盂,4676,,6233,1,8,ウ    はち    ,bowl 
,盍,4677,,6234,1,10,コウ    おお.う    なんぞ    ,"come together, congregate, meet, cover "
,盒,4679,,6236,1,11,コウ    さら    ふたもの    ,covered utensil 
,盖,4678,,6235,1,11,ガイ    カイ    コウ    ふた    けだ.し    おお.う    かさ    かこう    ,"cover, lid, flap "
,盜,4212,,5D39,1,12,トウ    ぬす.む    ,"thief, to steal "
,盞,4680,,6237,1,13,サン    セン    さかずき    ,sake cup 
,盡,4681,,6238,1,14,ジン    サン    つ.くす    つ.きる    つ.かす    さかづき    ことごと.く    Name Readings:  まま    ,sake cup 
,盥,4682,,6239,1,16,カン    たらい    そそ.ぐ    ,"tub, washbasin "
,盧,4683,,623A,1,16,ロ    ,hut 
,盪,4684,,623B,1,17,トウ    とろ.かす    あら.う    うご.く    ,"melt, be charmed, captivated "
,盻,4686,,623D,1,9,ケイ    にら.む    ,"glare at, toil "
,眄,4689,,6240,1,9,ベン    メン    かえり.みる    ,looking askance 
,眇,4688,,623F,1,9,ビョウ    ミョウ    びょう.たる    すがめ    ,"minuteness, squint "
,眈,4687,,623E,1,9,タン    にら.む    ,watch intently 
,眛,4695,,6246,1,10,マイ    バイ    くら.い    ,dark 
,眞,4692,,6243,1,10,シン    ま    まこと    Name Readings:  さな    ち    まこ    まさ    まつ    ,"truth, reality, Buddhist sect "
,眤,4691,,6242,1,10,ケイ    ダイ    てい    い    ,"glance at, gaze at "
,眥,4693,,6244,1,11,セ    イシ    サイ    シ    セイ    まなじり    めじり    ,outside the corner of the eye 
,眦,4694,,6245,1,11,セ    イシ    サイ    シ    セイ    まなじり    めじり    ,"corner of the eyes, eyesockets "
,眩,4690,2581,6241,1,10,ゲン    カン    げん.す    くるめ.く    まぶ.しい    くら.む    まど.う    めま.い    ,"faint, dizzy "
,眷,4696,,6247,1,11,ケン    かえり.みる    ,"look around, regard affectionately "
,睇,4698,,6249,1,12,テイ    ダイ    ,looking askance at 
,睚,4699,,624A,1,13,ガイ    まなじり    ,"glare, angry look "
,睛,4702,,624D,1,13,セイ    ショウ    ひとみ    ,pupil of the eye 
,睥,4703,,624E,1,13,ヘイ    ながしめ    み.る    ,glare at 
,睨,4700,,624B,1,13,ゲイ    にら.む    にら.み    ,"glaring at, authority, power, scowl at "
,睫,4701,,624C,1,13,ショウ    まつげ    ,eyelashes 
,睹,4706,,6251,1,14,ト    み.る    ,"look at, see "
,睾,4705,2929,6250,1,14,コウ    ,testicles 
,睿,4704,,624F,1,14,エイ    あき.らか    ,"intelligence, imperial "
,瞋,4708,,6253,1,15,シン    い.かる    いか.らす    ,be angry 
,瞎,4707,,6252,1,15,カツ    めくら    かため    ,"blind eye, one eye "
,瞑,4709,2842,6254,1,15,メイ    ベン    ミョウ    ミン    メン    めい.する    つぶ.る    つむ.る    くら.い    ,"sleep, dark, close eyes "
,瞞,4711,,6256,1,16,マン    モン    バン    ボン    だま.す    ,deception 
,瞠,4710,,6255,1,16,ドウ    トウ    みは.る    ,stare intently 
,瞰,4712,,6257,1,17,カン    み.る    ,"look, see "
,瞶,4713,,6258,1,17,キ    ,see everything 
,瞹,4714,,6259,1,17,アイ    ,"hidden, unclear "
,瞻,4718,,625D,1,18,セン    み.る    ,look at 
,瞼,4716,,625B,1,18,ケン    まぶた    ,eyelids 
,瞽,4717,,625C,1,18,コ    めし.い    ,blind person 
,瞿,4715,,625A,1,18,ク    おそ.れる    み.る    ,surname 
,矇,4719,,625E,1,18,モウ    ボウ    くら.い    めし.い    ,blind 
,矍,4720,,625F,1,20,カク    ,surprise & confusion 
,矗,4721,,6260,1,24,チョク    シュク    チク    なお.い    ,luxuriance 
,矚,4722,,6261,1,26,ショク    ソク    み.る    ,look intently 
,矜,4723,,6262,1,9,キン    キョウ    ケイ    あわ.れむ    つつし.む    ほこ.る    ,"pride, respect "
,矣,4724,,6263,1,7,イ    ,sentence particle 
,矮,4725,,6264,1,13,ワイ    アイ    ひく.い    ,"low, short "
,矼,4726,,6265,1,8,コウ    Name Readings:  ばし    ,"stepping stone, hard, serious minded "
,砌,4727,,6266,1,9,サイ    セイ    みぎり    ,"time, occasion "
,砒,4728,,6267,1,9,ヒ    ヘイ    ,arsenic 
,砠,4730,,6269,1,10,ソ    ショ    ,"stony hill, stony mountain "
,砿,906,,395C,1,10,コウ    あらがね    ,ore 
,硅,4732,,626B,1,11,カク    キャク    ケイ    やぶ.る    ,silicon 
,硴,4734,,626D,1,12,かき    ,oyster 
,硼,4736,,626F,1,13,ホウ    ,"sound of stones struck together, boron "
,碆,4735,,626E,1,13,ハ    ,"arrowhead, weight attached to an arrow by a cord "
,碌,4738,,6271,1,13,ロク    ろく.な    ,satisfactory 
,碎,4733,,626C,1,13,サイ    くだ.く    くだ.ける    ,"break, smash, broken, busted "
,碕,1016,,3A6C,1,13,キ    さき    さい    みさき    ,"cape, spit, promontory "
,碚,4737,,6270,1,13,ハイ    ,"mound, bud "
,碣,4739,,6272,1,14,ケツ    いしぶみ    ,"round stone, monument "
,碪,4741,,6274,1,14,チン    きぬた    ,"stone slab used for washing clothes, an anvil "
,碯,4742,,6275,1,14,ノウ    ,agate 
,碵,4740,,6273,1,14,Name Readings:  せき    ひろ    ,"great, see JIS4059 "
,碼,4748,,627B,1,15,バ    メ    やあど    やある    ,"number, wharf, agate, yard (91.44 cm) "
,碾,4747,,627A,1,15,テン    ひ.く    う.す    ,"mortar, grind "
,磅,4749,,627C,1,15,ボウ    ホウ    ぽんど    ,"become obstructed, pound (sterling, lb) "
,磆,4744,,6277,1,15,カツ    ,stone implement 
,磊,4750,,627D,1,15,ライ    ,many stones 
,磋,4745,,6278,1,15,サ    みが.く    ,polish 
,磑,4743,,6276,1,15,ガイ    う.す    ,"mortar, hand mill "
,磔,4746,,6279,1,15,タク    チャク    さ.く    はりつけ    ひらく    ,crucifixion 
,磚,4753,,6322,1,16,セン    かわら    ,tile 
,磧,4752,,6321,1,16,セキ    かわら    ,"expanse of sand, pebbly beach "
,磬,4751,,627E,1,16,ケイ    ,upside-V-shaped gong 
,磴,4755,,6324,1,17,トウ    ,"stone steps, stone bridge "
,磽,4754,,6323,1,17,コウ    キョウ    ,"rocky, barren "
,礇,4756,,6325,1,18,イク    ,jewel 
,礑,4758,,6327,1,18,トウ    はた    はたと    ,"bottom, base, slap, bang, all of a sudden "
,礒,4757,,6326,1,18,ギ    ガ    いそ    いわお    ,"rock, beach, shore "
,礙,4759,,6328,1,19,ガイ    ゲ    さまた.げる    ,"obstruct, hinder, block, deter "
